video_id,video_title,channel_title,view_count,like_count,total_comments,duration_minutes,comments_collected,total_comment_likes,avg_comment_likes,published_at
O4X-bzmnOp4,Ukraine’s Secret War Strategy Is Working,War&History,188,10,2,5.95,0,0.0,,2025-05-09 20:55:56
PIaNnJx7yeU,Putin’s war machine ‘burns’ as Russia strips frontlines to shield Moscow | Ukraine: The Latest,The Telegraph,93204,2283,338,53.71666666666667,43,829.0,19.27906976744186,2025-05-07 16:54:58
Ra5WbypGnmE,Former Head of MI6: How The Ukraine War Will End &amp; What If China Invades Taiwan? (Sir Alex Younger),The Rest Is Politics: Leading,656664,14647,2756,64.28333333333333,138,3782.0,27.405797101449274,2025-05-05 09:13:43
RnACCF06eP8,Retired US General SHOCKS Everyone - Russia’s Defeat Is INEVITABLE!,The Military Show,779699,12788,1519,18.183333333333334,91,3503.0,38.494505494505496,2025-05-03 17:00:29
RnJehmkGKeY,Polina Kudermetova supports war against Ukraine,UkrSportBase,3805,9,0,1.05,0,0.0,,2025-05-10 14:42:31
T613tCcMqAo,"Russia-Ukraine War: Russian Drones Damage Buildings, Infrastructure In Ukraine&#39;s Odesa | WION Shorts",WION,5711,36,4,0.6333333333333333,0,0.0,,2025-05-01 08:43:15
TQ7YbesEClY,"MASSIVE EXPLOSIONS IN CRIMEA, US GOES BALLISTIC ON RUSSIA! Breaking Ukraine War News W/ The Enforcer",The Enforcer,151523,5628,144,254.16666666666666,12,200.0,16.666666666666668,2025-05-02 06:33:58
U9VykVS12Z8,Russian drones hit Kharkiv after Ukrainian attacks in Moscow | BBC News,BBC News,115326,998,593,6.033333333333333,70,1328.0,18.97142857142857,2025-05-06 12:30:40
VxfH_AXunJM,Ukraine DECLARES VICTORY as Russia’s Pokrovsk Plan CRUMBLES,The Military Show,586582,13020,738,20.8,125,4790.0,38.32,2025-05-01 20:15:01
W1oms_Yw9dM,Vance: War in Ukraine Not Ending &#39;Anytime Soon&#39; | WSJ News,WSJ News,16964,159,146,1.1833333333333333,19,347.0,18.263157894736842,2025-05-02 12:02:13
W9ZtGsI_AyQ,Russian military armaments devastated by Ukraine blitz in Kursk offensive,The Sun,49387,732,255,1.9166666666666667,32,455.0,14.21875,2025-05-06 13:00:55
X04HFSAbuF4,Turkey Has Had ENOUGH! Erdogan STEPS IN to End Russia-Ukraine WAR!,The Military Show,111595,2805,244,17.066666666666666,19,406.0,21.36842105263158,2025-05-06 17:00:41
Z51fC-0APik,The Shocking Truth About Russia’s Military Dependence,War&History,97,6,8,3.466666666666667,0,0.0,,2025-05-03 15:11:35
Zle4UQi2YOc,Russia-Ukraine War: &#39;Russia Asking For Too Much&#39;: JD Vance Calls Out Moscow | WION,WION,29394,93,39,1.4666666666666666,2,19.0,9.5,2025-05-08 12:02:23
_728wEGUj-s,Russia-Ukraine War LIVE: Massive Attack! Russian Port City Declares Emergency After Ukraine Strike,WION,50887,170,25,715.0166666666667,0,0.0,,2025-05-06 06:39:26
