comment_published_at,sentiment_mean,comment_count,sentiment_std,sentiment_trend,near_event
2025-06-20,-0.6855,12,0.6193,-0.25329999999999975,False
2025-06-21,-0.2416,8,0.9743,-0.42787777777777725,False
2025-06-22,-0.3278,16,0.9058,-0.32465199999999933,False
2025-06-23,-0.9387,1,,-0.10646578947368375,False
2025-06-24,0.1018,21,0.9606,0.10721980198019818,False
2025-06-25,0.1219,79,0.9633,0.09021554054054065,False
2025-06-26,0.033,48,0.9612,0.07582317880794713,False
2025-06-27,0.0098,24,0.9873,-0.0009384615384613099,False
2025-06-28,-0.3154,6,1.0056,-0.2102199999999997,False
2025-06-29,-0.3652,30,0.8982,-0.35689999999999955,False
